"","ID","Genotype_rec","Genotype","CMD","DMC","Year","Institutional.source.of.this.variety","Pedigree","CIAT.related","CMD.Resistance","Dry.matter.content..in...","X.1","MATINH","ID.y","X","IDHO","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6","Province_name","Region"
"222","256","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,152,12,"12-109-3565003014",92,3565003014,109,3565,3,14,3,2,2,2,1,1,NA,"","1",1,1,"1",1,6,"",4,2,2,2,2,2,2,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"223","257","Dịa phương","sắn nếp/giống địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,138,12,"12-108-3526006009",85,3526006009,108,3526,6,9,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"sắn lai đỏ",2,6,"",2,2,1,1,1,1,1,13,8,NA,NA,NA,1,1,"","99",3517,3,NA,31200,"Lai Chau","NMMA"
"224","258","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,154,12,"12-109-3577010009",1338,3577010009,109,3577,10,9,4,1,2,2,2,1,NA,"","THÈN THẦU",1,1,"giống địa phương",2,2,"",2,2,1,1,1,1,1,17,11,NA,NA,NA,1,2,"","99",3549,2,NA,3120,"Lai Chau","NMMA"
"225","259","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,127,12,"12-107-3442007004",511,3442007004,107,3442,7,4,2,2,2,2,1,1,NA,NA,"BẢN PA Ủ",1,1,"địa phương",1,6,NA,10,2,2,1,1,2,1,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"226","260","Sắn tre","Sắn tre",TRUE,FALSE,NA,NA,NA,"No",NA,NA,159,12,"12-110-3628002009",546,3628002009,110,3628,2,9,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN BẢN HUÔI BẮC",1,1,"Sắn tre",2,6,NA,10,2,2,1,2,2,1,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"227","261","Sắn tre","Sắn đỏ ( Sắn tre)",TRUE,TRUE,NA,NA,NA,"No",NA,NA,163,12,"12-110-3634004006",100,3634004006,110,3634,4,6,3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",15,2,1,1,1,2,1,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"228","262","Unknown","1",FALSE,TRUE,NA,NA,NA,"No",NA,NA,151,12,"12-109-3565003011",91,3565003011,109,3565,3,11,3,2,2,2,1,1,NA,"","1",1,1,"1",1,5,"",5,2,2,2,2,2,2,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"229","263","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,131,12,"12-107-3469007007",72,3469007007,107,3469,7,7,3,2,2,2,1,1,NA,"","NẬM LỌ",1,1,"giống địa phương",1,6,"",10,2,2,1,1,2,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"230","264","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,134,12,"12-107-3469007002",75,3469007002,107,3469,7,2,3,2,2,2,1,1,NA,"","NÂM LỌ",1,2,"địa phương",1,6,"",8,2,2,2,1,2,1,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"231","265","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,139,12,"12-108-3526006015",77,3526006015,108,3526,6,15,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"sắn lai đỏ",1,6,"",8,2,1,1,1,1,1,18,8,NA,NA,NA,1,1,"","99",9604,3,NA,48000,"Lai Chau","NMMA"
"232","266","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,148,12,"12-109-3565003007",90,3565003007,109,3565,3,7,3,2,2,2,1,1,NA,"","CĂNG HÁ",1,1,"giống địa phương",1,6,"",1,2,1,1,1,1,1,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"233","267","Sắn tre","Sắn đỏ ( Sắn tre)",TRUE,TRUE,NA,NA,NA,"No",NA,NA,164,12,"12-110-3634004011",105,3634004011,110,3634,4,11,3,2,2,2,1,1,NA,"","NƯƠNG SẮN",1,1,"sắn trắng",1,6,"",5,2,2,1,1,1,1,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"234","268","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,143,12,"12-109-3562003002",531,3562003002,109,3562,3,2,2,1,2,2,2,1,NA,NA,"nhom 2",1,1,"Địa phương",1,6,NA,5,2,1,1,1,1,1,22,5,NA,NA,NA,1,2,NA,"99",3562,3,NA,5250,"Lai Chau","NMMA"
"235","269","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,129,12,"12-107-3442007012",516,3442007012,107,3442,7,12,2,2,2,2,1,1,1,NA,"CÁNH ĐỒNG PA Ủ",1,1,"giống địa phương",1,6,NA,5,2,1,2,2,1,1,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"236","270","Sắn tre","Sắn đỏ ( Sắn tre)",TRUE,TRUE,NA,NA,NA,"No",NA,NA,162,12,"12-110-3634004004",94,3634004004,110,3634,4,4,3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",20,2,1,1,1,2,1,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"237","271","Dịa phương","địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,141,12,"12-109-3490017010",1331,3490017010,109,3490,17,10,4,1,2,2,2,1,NA,"","NHIỀU SÁNG",1,1,"địa phương",1,6,"",1,1,1,1,1,1,1,19,11,NA,NA,NA,1,1,"","99",3549,2,NA,14640,"Lai Chau","NMMA"
"238","272","Sắn tre","Sắn đỏ ( Sắn tre)",TRUE,TRUE,NA,NA,NA,"No",NA,NA,165,12,"12-110-3634004014",101,3634004014,110,3634,4,14,3,2,2,2,1,1,NA,"","NƯƠNG SẮN BẢN KHÌ",1,1,"Sắn đỏ ( Sắn tre)",2,6,"",15,2,1,1,1,2,1,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"239","273","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,161,12,"12-110-3634004002",103,3634004002,110,3634,4,2,3,2,2,2,1,1,NA,"","BẢN KHÌ",1,1,"sắn thường",1,7,"tự để giống",10,2,2,2,2,2,1,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"240","274","Sắn tre","Sắn đỏ ( Sắn tre)",TRUE,TRUE,NA,NA,NA,"No",NA,NA,132,12,"12-107-3469007008",71,3469007008,107,3469,7,8,3,2,2,2,1,1,NA,"","NẬM LỌ",1,1,"địa phương",1,6,"",10,2,2,2,1,2,1,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"241","275","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,133,12,"12-107-3469007012",74,3469007012,107,3469,7,12,3,2,2,2,1,1,NA,"","CÁNH ĐỒNG NẬM LỌ",1,1,"giống sắn đỏ",99,6,"",1,2,1,1,1,1,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"242","276","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,147,12,"12-109-3562003012",536,3562003012,109,3562,3,12,2,1,2,2,2,1,NA,NA,"nhom 2",1,1,"sắn địa phương",1,6,NA,2,1,1,1,1,2,1,15,5,NA,NA,NA,1,1,NA,"99",3574,2,NA,2090,"Lai Chau","NMMA"
"243","277","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,167,12,"12-112-3472004006",523,3472004006,112,3472,4,6,2,1,2,2,2,1,NA,NA,"MƯỜNG MÔ",1,1,"Sắn nếp",2,6,NA,3,2,1,2,1,1,1,4,5,NA,NA,NA,1,1,NA,"99",3589,2,NA,1200,"Lai Chau","NMMA"
"244","278","Dịa phương","sắn nếp/giống địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,155,12,"12-109-3577010011",1339,3577010011,109,3577,10,11,4,1,2,2,2,1,NA,"","NHÀ PAO",1,1,"giống địa phương",2,2,"",2,2,1,1,1,2,1,10,11,NA,NA,NA,1,2,"","99",3574,1,NA,24480,"Lai Chau","NMMA"
"245","279","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,137,12,"12-108-3526006006",80,3526006006,108,3526,6,6,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"giống sắn lai đỏ",1,6,"",3,2,1,1,1,1,1,2,8,NA,NA,NA,1,1,"","99",3517,3,NA,36000,"Lai Chau","NMMA"
"246","280","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,168,12,"12-112-3472004008",525,3472004008,112,3472,4,8,2,1,2,2,2,1,NA,NA,"MƯỜNG MÔ",1,1,"Sắn nếp",2,6,NA,2,2,1,2,1,1,1,7,5,NA,NA,NA,1,1,NA,"99",3589,2,NA,6500,"Lai Chau","NMMA"
"247","281","Dịa phương","sắn nếp/giống địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,171,12,"12-112-3503005010",107,3503005010,112,3503,5,10,3,2,2,2,1,1,NA,"","NẬM NÓ",1,1,"Sắn địa phương",1,6,"",10,2,2,2,2,2,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"248","282","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,130,12,"12-107-3442007002",510,3442007002,107,3442,7,2,2,2,2,2,1,1,NA,NA,"BẢN PA Ủ",1,1,"sắn địa phương",1,6,NA,8,2,2,2,1,2,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"249","283","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,142,12,"12-109-3490017012",1332,3490017012,109,3490,17,12,4,1,2,2,2,1,NA,"","1",1,1,"địa phương",1,7,"địa phương",5,2,2,2,2,2,2,19,11,NA,NA,NA,1,1,"","không biết",3490,3,NA,1800,"Lai Chau","NMMA"
"250","285","Sắn tre","Sắn đỏ ( Sắn tre)",TRUE,TRUE,NA,NA,NA,"No",NA,NA,156,12,"12-110-3628002002",541,3628002002,110,3628,2,2,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN BẢN HUỔI BẮC",1,1,"sắn thường",1,6,NA,10,2,2,2,1,2,1,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"251","286","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,140,12,"12-109-3490017005",1329,3490017005,109,3490,17,5,4,1,2,2,2,1,1,"","NHÀ QUẨY",1,1,"giống địa phương",1,6,"",2,2,1,1,1,2,1,18,11,NA,NA,NA,1,2,"","99",3574,1,NA,2450,"Lai Chau","NMMA"
"252","287","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,169,12,"12-112-3472004010",527,3472004010,112,3472,4,10,2,2,2,2,1,1,NA,NA,"MƯỜNG MÔ",1,1,"sắn nếp",1,6,NA,5,2,2,2,1,1,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"253","288","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,136,12,"12-108-3526006005",79,3526006005,108,3526,6,5,3,1,2,2,2,1,NA,"","NẬM CHĂNG",1,1,"địa phương",1,6,"",4,2,2,2,2,2,2,10,8,NA,NA,NA,1,2,"","99",3517,3,NA,45000,"Lai Chau","NMMA"
"254","289","Sắn tre","Sắn đỏ ( Sắn tre)",TRUE,TRUE,NA,NA,NA,"No",NA,NA,160,12,"12-110-3628002013",547,3628002013,110,3628,2,13,2,2,2,2,1,1,NA,NA,"NƯƠNG SẮN BẢN HUỔI BẮC",1,1,"sắn địa phương",1,6,NA,10,2,2,2,1,2,1,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lai Chau","NMMA"
"255","290","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,180,14,"14-120-3850008006",1344,3850008006,120,3850,8,6,4,2,2,2,1,1,NA,"","1",1,1,"cao sản",2,3,"",10,2,1,1,1,1,1,24,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"256","291","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,175,14,"14-120-3814016006",563,3814016006,120,3814,16,6,2,1,NA,NA,NA,1,NA,NA,"Lọng Pá Long",1,1,"Sắn cao sản",2,3,NA,10,2,1,1,1,2,1,13,5,NA,NA,NA,1,2,NA,"99",3814,10,NA,7500,"Son La","NMMA"
"257","293","KM297","KM297",FALSE,FALSE,21,"CIAT/IAS","Mother: CM9914","Yes","",NA,193,14,"14-126-4171014009",1353,4171014009,126,4171,14,9,4,2,2,1,2,1,NA,"","THỬA 1",1,1,"Cao sản",2,6,"",5,2,1,1,1,1,1,15,11,NA,NA,NA,3,2,"","99",4171,2,NA,30060,"Son La","NMMA"
"258","294","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,206,14,"14-126-4219016003",586,4219016003,126,4219,16,3,2,1,2,2,2,1,NA,NA,"1",1,1,"sắn cao sản",2,6,NA,4,2,1,1,1,1,1,15,5,NA,NA,NA,1,1,NA,"99",4219,5,NA,6400,"Son La","NMMA"
"259","295","Cao San","Sắn cao sản",FALSE,FALSE,NA,NA,NA,"No",NA,NA,194,14,"14-126-4171014013",1356,4171014013,126,4171,14,13,4,2,2,1,2,1,NA,"","Co Mị",1,1,"Sắn cao sản",2,6,"",5,2,1,2,1,1,1,11,11,NA,NA,NA,3,2,"","99",4171,3,NA,21600,"Son La","NMMA"
"260","296","Cao San","cao sản",FALSE,TRUE,NA,NA,NA,"No",NA,NA,200,14,"14-126-4180003009",972,4180003009,126,4180,3,9,1,2,2,1,2,1,NA,NA,"LỌNG XÀY",1,1,"cao sản",2,6,NA,4,2,1,2,1,1,2,28,2,NA,NA,NA,3,2,NA,"99",4180,4,NA,40000,"Son La","NMMA"
"261","299","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,208,14,"14-126-4219016010",589,4219016010,126,4219,16,10,2,2,2,1,2,1,1,NA,"1",1,1,"Cao sản",2,5,NA,4,2,1,1,1,1,1,15,5,NA,NA,NA,3,2,NA,"99",4219,5,NA,9000,"Son La","NMMA"
"262","3","Other landraces","sắn nếp",TRUE,TRUE,NA,NA,NA,"No",NA,NA,365,26,"26-253-8851005008",196,8851005008,253,8851,5,8,3,2,2,2,1,1,NA,"","THỬA RUỘNG 2",2,1,"giống sắn trắng (sắn dù)",2,6,"",10,1,1,1,1,2,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vinh Phuc","RRD"
"263","301","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,199,14,"14-126-4180003007",970,4180003007,126,4180,3,7,1,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",2,6,NA,3,2,1,1,1,1,1,25,2,NA,NA,NA,3,2,NA,"99",4180,2,NA,5000,"Son La","NMMA"
"264","302","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,202,14,"14-126-4195019009",1360,4195019009,126,4195,19,9,4,2,2,1,2,1,NA,"","HUỔI CẦN",1,1,"sắn cao sản",2,6,"",5,2,1,1,1,1,1,15,11,NA,NA,NA,3,2,"","99",4195,5,NA,10000,"Son La","NMMA"
"265","306","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,209,14,"14-126-4219016012",590,4219016012,126,4219,16,12,2,1,2,2,2,1,1,NA,"PHAI CẦM",1,2,"giống địa phương",1,6,NA,5,2,2,2,1,2,1,17,5,NA,NA,NA,1,1,NA,"99",4219,1,NA,32000,"Son La","NMMA"
"266","31","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,9,2,"2-31-1006007009",827,1006007009,31,1006,7,9,1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"giống địa phương",1,5,NA,7,2,2,2,1,2,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"267","310","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,207,14,"14-126-4219016007",588,4219016007,126,4219,16,7,2,2,2,1,2,1,NA,NA,"THỬA 1",1,1,"sắn cao sản",2,6,NA,4,2,1,1,1,1,1,12,5,NA,NA,NA,3,2,NA,"99",4219,3,NA,33000,"Son La","NMMA"
"268","311","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,188,14,"14-122-3943003005",576,3943003005,122,3943,3,5,2,2,2,2,1,1,1,NA,"NƯƠNG SẮN",1,1,"sắn cao sản",1,6,NA,3,2,1,1,1,1,1,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"269","316","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,185,14,"14-121-3859012011",954,3859012011,121,3859,12,11,1,1,2,2,2,1,NA,NA,"LÀ PHAI",1,1,"lá tre",1,6,NA,10,2,2,2,2,2,2,9,3,NA,NA,NA,1,2,NA,"99",3859,1,NA,6000,"Son La","NMMA"
"270","317","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,186,14,"14-122-3943003001",573,3943003001,122,3943,3,1,2,1,2,2,2,1,NA,NA,"TƯỜNG HAN",1,1,"Sắn cao sản",1,6,NA,3,2,1,1,1,1,1,19,5,NA,NA,NA,1,1,NA,"99",30031,2,NA,2500,"Son La","NMMA"
"271","32","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,32,2,"2-33-1144006007",29,1144006007,33,1144,6,7,3,2,2,2,1,1,NA,"","RUỘNG SẮN",1,1,"Sắn địa phương",1,6,"",25,2,2,1,1,2,1,25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"272","320","KM297","KM297",FALSE,FALSE,21,"CIAT/IAS","Mother: CM9914","Yes","",NA,195,14,"14-126-4171014015",1358,4171014015,126,4171,14,15,4,2,2,1,2,1,NA,"","Huổi co mị",1,1,"Sắn cao sản",2,6,"",5,2,1,1,1,1,1,13,11,NA,NA,NA,3,2,"","99",4171,5,NA,22000,"Son La","NMMA"
"273","323","KM98-5","KM98/CR63/TAI9",FALSE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,205,14,"14-126-4198035006",583,4198035006,126,4198,35,6,2,2,2,2,1,1,2,NA,"1",1,1,"sắn cao sản",2,6,NA,4,2,1,1,1,1,1,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"274","325","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,203,14,"14-126-4195019012",1361,4195019012,126,4195,19,12,4,1,2,2,2,1,NA,"","NƯƠNG SẮN",1,1,"Sắn Cao Sản",1,5,"",3,2,1,1,1,1,1,18,11,NA,NA,NA,1,1,"","99",3721,4,NA,5000,"Son La","NMMA"
"275","327","KM297","KM297",FALSE,FALSE,21,"CIAT/IAS","Mother: CM9914","Yes","",NA,191,14,"14-126-4171014003",1348,4171014003,126,4171,14,3,4,2,2,2,1,1,NA,"","THỬA. 1",1,1,"Cao sản",2,6,"",5,2,1,1,1,1,1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"276","33","Cao San","sắn",FALSE,FALSE,NA,NA,NA,"No",NA,NA,23,2,"2-34-1186011011",849,1186011011,34,1186,11,11,1,1,2,2,2,1,NA,NA,"THỬA 1",1,1,"sắn",1,5,NA,0,1,1,1,1,1,1,4,3,NA,NA,NA,1,1,NA,"99",1153,1,NA,943,"Ha Giang","NMMA"
"277","331","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,184,14,"14-121-3859012010",953,3859012010,121,3859,12,10,1,1,2,2,2,1,NA,NA,"LÀ PHAI",1,1,"sắn lá tre",1,6,NA,10,2,2,2,2,2,2,6,3,NA,NA,NA,1,2,NA,"99",3859,1,NA,10000,"Son La","NMMA"
"278","333","Other landraces","tăng sản",FALSE,TRUE,NA,NA,NA,"No",NA,NA,214,14,"14-128-4058001014",122,4058001014,128,4058,1,14,3,1,2,2,2,1,NA,"","THÔNG NGÚP",1,1,"Tăng sản",99,6,"",3,2,1,1,1,2,1,15,8,NA,NA,NA,1,2,"","99",4058,1,NA,10000,"Son La","NMMA"
"279","334","Dịa phương","giống địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,187,14,"14-122-3943003003",574,3943003003,122,3943,3,3,2,2,2,2,1,1,NA,NA,"BẢN HAN",1,1,"cao sản",1,6,NA,7,2,1,1,1,1,1,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"280","335","Sắn tre","sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,211,14,"14-128-4058001005",113,4058001005,128,4058,1,5,3,1,2,2,2,1,NA,"","SUỐI CỪM",1,1,"cao sản",2,6,"",5,2,1,2,1,1,1,15,8,NA,NA,NA,1,1,"","99",4058,1,NA,6000,"Son La","NMMA"
"281","339","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,181,14,"14-120-3850008011",1345,3850008011,120,3850,8,11,4,2,2,2,1,1,NA,"","NƯƠNG SẮN",1,1,"sắn cao sản",99,6,"",4,2,1,1,1,1,1,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"282","34","Other landraces","San trang",TRUE,FALSE,NA,NA,NA,"No",NA,NA,10,2,"2-32-1057001001",831,1057001001,32,1057,1,1,1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn trắng",1,7,"tự túc",3,2,2,2,2,2,1,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"283","340","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,204,14,"14-126-4195019013",1362,4195019013,126,4195,19,13,4,1,2,2,2,1,NA,"","NƯƠNG SẮN",1,1,"Sắn cao sản",1,6,"",2,2,1,1,1,1,1,19,11,NA,NA,NA,1,1,"","99",3721,4,NA,5100,"Son La","NMMA"
"284","345","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,198,14,"14-126-4180003005",968,4180003005,126,4180,3,5,1,2,2,1,2,1,NA,NA,"THỬA1",1,1,"sắn cao sản",2,6,NA,4,2,1,1,1,1,1,27,2,NA,NA,NA,3,2,NA,"99",4180,3,NA,11250,"Son La","NMMA"
"285","346","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,178,14,"14-120-3850008003",1342,3850008003,120,3850,8,3,4,2,2,2,1,1,NA,"","NA TONG",1,1,"sắn cao sản",2,3,"",5,2,1,1,1,1,1,27,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"286","347","Cao San","cao sản",FALSE,TRUE,NA,NA,NA,"No",NA,NA,196,14,"14-126-4180003001",964,4180003001,126,4180,3,1,1,2,2,1,2,1,NA,NA,"1",1,1,"Sắn cao sản",2,6,NA,3,2,1,1,1,1,1,26,2,NA,NA,NA,3,2,NA,"99",4180,2,NA,14500,"Son La","NMMA"
"287","35","Dịa phương","giống địa phương",TRUE,TRUE,NA,NA,NA,"No",NA,NA,15,2,"2-33-1144006001",26,1144006001,33,1144,6,1,3,2,2,2,1,1,NA,"","THỬA 1",1,1,"Giống địa phương",1,5,"",20,2,2,2,1,2,1,25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"288","355","Sắn tre","sắn lá tre",FALSE,TRUE,NA,NA,NA,"No",NA,NA,210,14,"14-128-4058001004",117,4058001004,128,4058,1,4,3,1,2,2,2,1,NA,"","THÔNG NGÚP",1,1,"sắn tăng sản",1,6,"",4,2,1,2,1,1,1,15,8,NA,NA,NA,1,1,"","99",4058,3,NA,60000,"Son La","NMMA"
"289","356","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,182,14,"14-120-3850008014",1346,3850008014,120,3850,8,14,4,2,2,2,1,1,NA,"","NA NGHIU",1,1,"cao sản",2,3,"",10,2,1,1,1,1,1,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Son La","NMMA"
"290","36","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,8,2,"2-31-1006007007",826,1006007007,31,1006,7,7,1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn địa phương",1,7,"tự gây giống",9,2,2,2,1,2,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
