"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A3_C3","M4B11A3_C41","M4B11A3_C42","M4B11A3_C43","M4B11A3_C499","M4B11A3_C5","M4B11A3_C6","M4B11A3_C8","KYDIEUTRA"
"6171","80","799","27853","004","015","27853004015",3,"5;7;10;12;15;16;17;18;19;20;21;23;24;25;",2,1,2,2,4,4,NA,1
"6172","80","799","27862","007","002","27862007002",0,"1;2;3;10;11;12;15;",2,1,2,2,1,3,NA,1
"6173","80","799","27862","007","002","27862007002",1,"4;5;6;7;8;9;10;11;14;15;16;20;",1,2,2,2,2,3,NA,1
"6174","80","799","27862","007","002","27862007002",2,"4;5;6;7;8;9;10;11;12;15;17;18;20;21;22;23;",2,1,2,2,4,3,NA,1
"6175","80","799","27862","007","002","27862007002",3,"4;7;8;9;10;11;15;16;17;18;19;20;23;",2,1,2,2,6,4,NA,1
"6176","80","799","27862","007","003","27862007003",0,"1;2;3;15;",1,2,2,2,1,2,NA,1
"6177","80","799","27862","007","003","27862007003",1,"4;7;8;9;10;11;12;13;15;",2,1,2,2,3,3,NA,1
"6178","80","799","27862","007","003","27862007003",2,"4;7;11;13;16;17;20;",2,1,2,2,4,3,NA,1
"6179","80","799","27862","007","003","27862007003",3,"11;16;17;19;20;21;22;23;",2,1,2,2,5,3,NA,1
"6180","80","799","27862","007","005","27862007005",0,"2;",2,1,2,2,6,2,NA,1
"6181","80","799","27862","007","005","27862007005",1,"8;20;",1,2,2,2,9,2,NA,1
"6182","80","799","27862","007","005","27862007005",2,"8;9;",2,1,2,2,13,1,NA,1
"6183","80","799","27862","007","006","27862007006",0,"1;2;",2,1,2,2,1,1,NA,1
"6184","80","799","27862","007","006","27862007006",1,"3;4;",2,1,2,2,3,1,NA,1
"6185","80","799","27862","007","006","27862007006",2,"16;17;",2,1,2,2,7,2,NA,1
"6186","80","799","27862","007","006","27862007006",3,"18;19;",1,1,1,2,13,3,NA,1
"6187","80","799","27862","007","006","27862007006",4,"22;",1,2,2,2,15,1,NA,1
"6188","80","799","27862","007","008","27862007008",0,"2;4;",1,2,2,2,4,2,NA,1
"6189","80","799","27862","007","008","27862007008",1,"16;20;",1,1,2,2,7,3,NA,1
"6190","80","799","27862","007","008","27862007008",2,"7;8;20;",1,1,2,2,11,4,NA,1
"6191","80","799","27862","007","008","27862007008",3,"7;8;",1,1,2,2,15,3,NA,1
"6192","80","799","27862","007","010","27862007010",0,"1;2;",2,1,2,2,3,1,NA,1
"6193","80","799","27862","007","010","27862007010",1,"4;",2,1,2,2,6,1,NA,1
"6194","80","799","27862","007","010","27862007010",2,"7;",2,1,2,2,7,1,NA,1
"6195","80","799","27862","007","010","27862007010",3,"16;",2,1,2,2,7,1,NA,1
"6196","80","799","27862","007","010","27862007010",4,"19;20;22;",1,1,1,2,15,3,NA,1
"6197","80","799","27862","007","012","27862007012",1,"1;2;",2,1,2,2,1,2,NA,1
"6198","80","799","27862","007","012","27862007012",2,"4;8;",1,1,2,2,3,2,NA,1
"6199","80","799","27862","007","012","27862007012",3,"4;11;12;",1,1,2,2,5,2,NA,1
"6200","80","799","27862","007","012","27862007012",4,"7;11;15;",1,1,2,2,7,3,NA,1
"6201","80","799","27862","007","012","27862007012",5,"16;17;18;19;23;",1,1,1,2,9,4,NA,1
"6202","80","802","27940","022","009","27940022009",0,"4;7;",2,1,2,2,12,1,NA,1
"6203","80","803","28018","010","007","28018010007",0,"14;",2,1,2,2,1,1,NA,1
"6204","80","803","28018","010","007","28018010007",1,"2;",2,1,2,2,9,1,NA,1
"6205","80","803","28018","010","007","28018010007",2,"8;",2,1,2,2,13,1,NA,1
"6206","80","803","28021","018","015","28021018015",0,"4;8;",1,1,2,2,5,2,NA,1
"6207","80","803","28021","018","015","28021018015",1,"8;",2,1,2,2,9,1,NA,1
"6208","80","803","28021","018","015","28021018015",3,"17;18;",2,1,2,2,14,4,NA,1
"6209","80","803","28024","012","011","28024012011",0,"4;7;8;14;16;17;",1,2,2,2,11,3,NA,1
"6210","80","803","28024","012","011","28024012011",1,"7;14;",1,2,2,2,14,2,NA,1
"6211","80","805","28075","004","012","28075004012",0,"4;7;",1,2,2,2,3,1,NA,1
"6212","80","805","28075","004","012","28075004012",1,"7;16;",1,2,2,2,8,2,NA,1
"6213","80","805","28075","004","012","28075004012",2,"16;20;",1,2,2,2,12,2,NA,1
"6214","80","805","28075","004","014","28075004014",0,"4;",1,2,2,2,2,1,NA,1
"6215","80","805","28075","004","014","28075004014",1,"7;",1,2,2,2,8,1,NA,1
"6216","80","805","28075","004","014","28075004014",2,"4;8;",1,2,2,2,12,1,NA,1
"6217","80","807","28189","007","003","28189007003",0,"7;",2,1,2,2,3,2,NA,1
"6218","80","807","28189","007","004","28189007004",0,"10;12;",2,1,2,2,7,1,NA,1
"6219","80","807","28189","007","004","28189007004",1,"5;",2,1,2,2,11,1,NA,1
"6220","80","807","28189","007","011","28189007011",0,"4;",2,1,2,2,6,2,NA,1
"6221","80","807","28189","007","011","28189007011",1,"7;",2,2,1,2,12,1,NA,1
"6222","82","824","28702","009","003","28702009003",0,"4;",2,1,2,2,4,2,NA,1
"6223","82","824","28702","009","003","28702009003",1,"19;",1,2,2,2,9,2,NA,1
"6224","82","824","28702","009","006","28702009006",0,"2;4;7;",1,2,2,2,3,2,NA,1
"6225","82","824","28702","009","006","28702009006",1,"4;7;17;20;23;",1,1,2,2,7,3,NA,1
"6226","82","824","28702","009","006","28702009006",2,"4;7;17;20;23;",2,1,2,2,11,3,NA,1
"6227","82","824","28702","009","006","28702009006",3,"4;7;19;20;23;",2,1,2,2,15,3,NA,1
"6228","82","824","28702","009","007","28702009007",0,"4;",2,1,2,2,5,1,NA,1
"6229","82","824","28702","009","007","28702009007",1,"1;20;",2,1,2,2,7,2,NA,1
"6230","82","824","28702","009","007","28702009007",2,"17;20;23;",2,1,2,2,9,5,NA,1
"6231","82","824","28702","009","007","28702009007",3,"19;",1,1,2,2,11,2,NA,1
"6232","82","824","28702","009","007","28702009007",4,"19;20;",1,1,2,2,12,2,NA,1
"6233","82","824","28702","009","013","28702009013",0,"8;",2,1,2,2,2,1,NA,1
"6234","82","824","28702","009","013","28702009013",1,"19;20;",1,2,2,2,10,4,NA,1
"6235","82","816","28708","030","002","28708030002",0,"4;20;",1,2,2,2,3,2,NA,1
"6236","82","816","28708","030","002","28708030002",1,"5;20;",1,2,2,2,8,2,NA,1
"6237","82","816","28708","030","002","28708030002",2,"5;20;",1,2,2,2,12,2,NA,1
"6238","82","816","28708","030","006","28708030006",0,"4;20;",1,2,2,2,6,2,NA,1
"6239","82","816","28708","030","006","28708030006",1,"4;20;",1,2,2,2,6,2,NA,1
"6240","82","816","28708","030","007","28708030007",0,"20;",1,1,2,2,4,1,NA,1
"6241","82","816","28708","030","007","28708030007",1,"20;",1,2,2,2,7,1,NA,1
"6242","82","816","28708","030","007","28708030007",2,"19;20;",1,2,2,2,11,2,NA,1
"6243","82","816","28708","030","009","28708030009",0,"4;20;",1,2,2,2,7,2,NA,1
"6244","82","816","28708","030","009","28708030009",1,"4;20;",1,2,2,2,12,2,NA,1
"6245","82","816","28708","030","009","28708030009",2,"4;20;",1,2,2,2,14,1,NA,1
"6246","82","816","28708","030","010","28708030010",0,"4;",1,2,2,2,7,1,NA,1
"6247","82","816","28708","030","010","28708030010",1,"5;",1,2,2,2,11,1,NA,1
"6248","82","816","28708","030","010","28708030010",2,"4;",1,2,2,2,11,1,NA,1
"6249","82","816","28708","030","010","28708030010",3,"4;",1,2,2,2,12,1,NA,1
"6250","82","816","28708","030","010","28708030010",4,"20;",1,2,2,2,14,1,NA,1
"6251","82","816","28708","030","012","28708030012",0,"20;",1,2,2,2,5,1,NA,1
"6252","82","816","28708","030","012","28708030012",1,"20;",1,2,2,2,10,1,NA,1
"6253","82","816","28708","030","013","28708030013",0,"4;20;",2,1,2,2,9,2,NA,1
"6254","82","816","28708","030","014","28708030014",0,"15;",2,1,2,2,1,1,NA,1
"6255","82","816","28708","030","014","28708030014",1,"20;",2,1,2,2,6,1,NA,1
"6256","82","816","28708","030","014","28708030014",2,"20;",1,2,2,2,12,1,NA,1
"6257","82","816","28729","001","005","28729001005",0,"7;",1,2,2,2,4,1,NA,1
"6258","82","816","28729","001","005","28729001005",1,"4;7;20;23;",1,2,2,2,8,3,NA,1
"6259","82","816","28729","001","005","28729001005",2,"19;20;",1,2,2,2,13,2,NA,1
"6260","82","816","28729","001","012","28729001012",0,"7;",1,2,2,2,4,1,NA,1
"6261","82","816","28729","001","012","28729001012",1,"4;20;23;",1,2,2,2,8,3,NA,1
"6262","82","816","28729","001","012","28729001012",2,"19;20;24;",1,2,2,2,12,3,NA,1
"6263","82","816","28729","001","013","28729001013",0,"4;20;26;",1,2,2,2,2,2,NA,1
"6264","82","816","28729","001","013","28729001013",1,"4;20;",1,2,2,2,6,2,NA,1
"6265","82","816","28729","001","013","28729001013",2,"4;20;",1,2,2,2,10,2,NA,1
"6266","83","834","28987","002","001","28987002001",0,"1;2;4;6;7;8;10;11;12;14;15;16;17;18;19;20;",2,1,2,2,3,2,NA,1
"6267","83","834","28987","002","001","28987002001",1,"1;2;",1,1,2,2,4,2,NA,1
"6268","83","834","28987","002","001","28987002001",2,"1;2;3;4;",1,1,1,2,7,3,NA,1
"6269","83","834","28987","002","001","28987002001",4,"1;2;14;15;16;17;18;",1,1,1,2,9,3,NA,1
"6270","83","834","28987","002","011","28987002011",0,"4;",1,2,2,2,8,1,NA,1
"6271","83","834","28987","002","011","28987002011",1,"16;",1,2,2,2,9,1,NA,1
"6272","83","834","29032","011","002","29032011002",0,"2;7;23;",2,1,2,2,2,1,NA,1
"6273","83","834","29032","011","002","29032011002",1,"4;7;",2,1,2,2,4,2,NA,1
"6274","83","834","29032","011","002","29032011002",2,"4;7;",2,1,2,2,6,2,NA,1
"6275","83","834","29032","011","002","29032011002",3,"17;19;20;23;",2,1,2,2,6,3,NA,1
"6276","83","834","29032","011","006","29032011006",0,"1;2;3;",2,1,2,2,2,2,NA,1
"6277","83","834","29032","011","006","29032011006",1,"1;2;",2,1,2,2,2,2,NA,1
"6278","83","836","29152","014","002","29152014002",0,"1;2;7;8;",2,1,2,2,3,3,NA,1
"6279","83","836","29152","014","002","29152014002",1,"5;20;",2,1,2,2,11,2,NA,1
"6280","83","836","29152","014","004","29152014004",0,"1;2;7;8;",2,1,2,2,3,3,NA,1
"6281","83","836","29152","014","004","29152014004",1,"5;20;",2,1,2,2,11,2,NA,1
"6282","83","836","29152","014","004","29152014004",2,"19;",1,2,2,2,14,1,NA,1
"6283","83","836","29152","014","005","29152014005",0,"1;7;15;20;",2,1,2,2,3,3,NA,1
"6284","83","836","29152","014","005","29152014005",1,"1;7;16;19;20;23;24;",2,1,2,2,13,3,NA,1
"6285","83","836","29152","014","006","29152014006",0,"1;4;7;10;18;19;20;",2,1,2,2,4,3,NA,1
"6286","83","836","29152","014","010","29152014010",0,"2;4;",2,1,2,2,3,2,NA,1
"6287","83","836","29152","014","010","29152014010",1,"17;18;20;",2,1,2,2,13,3,NA,1
"6288","83","836","29152","014","011","29152014011",0,"7;8;",2,1,2,2,3,2,NA,1
"6289","83","836","29152","014","014","29152014014",0,"7;20;",1,1,2,2,5,2,NA,1
"6290","83","836","29152","014","014","29152014014",1,"4;7;19;20;",1,1,2,2,11,3,NA,1
"6291","83","836","29173","009","004","29173009004",0,"1;2;8;9;",2,1,2,2,3,3,NA,1
"6292","83","836","29173","009","004","29173009004",1,"5;20;",2,1,2,2,11,2,NA,1
"6293","83","836","29173","009","004","29173009004",2,"19;",2,2,1,2,14,2,NA,1
"6294","83","836","29173","009","004","29173009004",3,"20;",2,1,2,2,14,1,NA,1
"6295","83","836","29173","009","010","29173009010",0,"4;20;",1,2,2,2,3,3,NA,1
"6296","83","836","29173","009","010","29173009010",1,"5;7;",2,1,2,2,14,2,NA,1
"6297","83","837","29200","007","002","29200007002",1,NA,NA,NA,NA,NA,NA,NA,NA,1
"6298","83","837","29200","007","003","29200007003",1,NA,NA,NA,NA,NA,NA,NA,NA,1
"6299","83","837","29200","007","004","29200007004",1,NA,NA,NA,NA,NA,NA,NA,NA,1
"6300","83","837","29200","007","009","29200007009",1,NA,NA,NA,NA,NA,NA,NA,NA,1
"6301","83","837","29200","007","010","29200007010",1,NA,NA,NA,NA,NA,NA,NA,NA,1
"6302","83","837","29200","007","011","29200007011",1,NA,NA,NA,NA,NA,NA,NA,NA,1
"6303","84","842","29260","015","001","29260015001",0,"1;2;4;",1,1,2,2,5,3,NA,1
"6304","84","842","29260","015","001","29260015001",1,"1;2;4;",2,1,2,2,5,2,NA,1
"6305","84","842","29260","015","003","29260015003",0,"4;",2,1,2,2,5,3,NA,1
"6306","84","842","29260","015","003","29260015003",1,"7;",2,1,2,2,9,3,NA,1
"6307","84","842","29260","015","003","29260015003",2,"8;",2,1,2,2,12,2,NA,1
"6308","84","842","29260","015","006","29260015006",0,"4;",2,1,2,2,4,2,NA,1
"6309","84","842","29260","015","006","29260015006",1,"7;",2,1,2,2,11,1,NA,1
"6310","84","842","29260","015","006","29260015006",2,"8;",2,1,2,2,15,2,NA,1
"6311","84","844","29278","019","001","29278019001",0,"4;",1,2,2,2,1,3,NA,1
"6312","84","844","29278","019","001","29278019001",1,"7;",1,2,2,2,7,3,NA,1
"6313","84","844","29278","019","001","29278019001",2,"18;",1,2,2,2,7,3,NA,1
"6314","84","844","29278","019","001","29278019001",3,"10;",1,2,2,2,13,3,NA,1
"6315","84","844","29278","019","001","29278019001",4,"19;",2,2,1,2,15,2,NA,1
"6316","84","844","29278","019","002","29278019002",0,"1;2;4;7;",1,2,1,2,2,2,NA,1
"6317","84","844","29278","019","002","29278019002",1,"2;4;7;17;",1,2,1,2,5,2,NA,1
"6318","84","844","29278","019","002","29278019002",2,"8;18;19;20;",1,2,1,2,12,2,NA,1
"6319","84","844","29278","019","002","29278019002",3,"19;20;21;23;",1,2,1,2,17,3,NA,1
"6320","84","844","29278","019","003","29278019003",0,"2;3;",2,1,2,2,2,3,NA,1
"6321","84","844","29278","019","003","29278019003",1,"2;3;",2,1,2,2,4,2,NA,1
"6322","84","844","29278","019","003","29278019003",2,"2;3;4;",2,1,2,2,7,2,NA,1
"6323","84","844","29278","019","003","29278019003",3,"4;5;",2,1,2,2,11,2,NA,1
"6324","84","844","29278","019","005","29278019005",0,"2;4;7;",1,2,2,2,3,1,NA,1
"6325","84","844","29278","019","005","29278019005",1,"2;4;7;17;",1,2,2,2,6,2,NA,1
"6326","84","844","29278","019","005","29278019005",2,"19;20;21;23;",1,2,1,2,13,2,NA,1
"6327","84","844","29278","019","005","29278019005",3,"8;19;20;23;",1,2,1,2,17,3,NA,1
"6328","84","844","29278","019","006","29278019006",0,"4;7;",1,2,2,2,2,1,NA,1
"6329","84","844","29278","019","006","29278019006",1,"2;4;7;8;",1,2,2,2,7,2,NA,1
"6330","84","844","29278","019","006","29278019006",2,"17;19;20;21;23;",1,2,2,2,15,3,NA,1
"6331","84","844","29278","019","007","29278019007",0,"1;4;7;",1,2,2,2,1,1,NA,1
"6332","84","844","29278","019","007","29278019007",1,"20;21;23;",1,2,2,2,3,2,NA,1
"6333","84","844","29278","019","007","29278019007",2,"8;19;20;21;23;",2,1,1,2,16,3,NA,1
"6334","84","844","29278","019","009","29278019009",0,"1;2;",1,2,2,2,1,2,NA,1
"6335","84","844","29278","019","009","29278019009",1,"1;2;3;",2,2,2,1,3,2,NA,1
"6336","84","844","29278","019","009","29278019009",2,"2;3;4;",2,2,1,2,5,2,NA,1
"6337","84","844","29278","019","011","29278019011",0,"1;2;",1,1,2,2,2,2,NA,1
"6338","84","844","29278","019","011","29278019011",1,"2;3;",2,1,2,2,4,2,NA,1
"6339","84","844","29278","019","011","29278019011",2,"2;4;",2,1,1,2,11,2,NA,1
"6340","84","844","29278","019","011","29278019011",3,"4;5;6;",2,1,1,2,12,2,NA,1
"6341","84","844","29278","019","013","29278019013",0,"1;2;3;4;",1,1,2,2,1,2,NA,1
"6342","84","844","29278","019","013","29278019013",1,"1;2;3;",2,1,2,2,3,2,NA,1
"6343","84","844","29278","019","013","29278019013",2,"2;3;4;",2,1,2,2,4,3,NA,1
"6344","84","844","29278","019","013","29278019013",3,"3;4;",2,1,2,2,6,2,NA,1
"6345","84","844","29278","019","014","29278019014",0,"2;4;20;",1,2,2,2,1,2,NA,1
"6346","84","844","29278","019","014","29278019014",1,"20;25;",2,1,1,2,6,2,NA,1
"6347","84","844","29278","019","014","29278019014",2,"19;20;",1,2,1,2,12,2,NA,1
"6348","84","844","29278","019","014","29278019014",3,"19;20;",1,2,1,2,14,2,NA,1
"6349","84","844","29278","019","014","29278019014",4,"17;19;22;",1,2,1,2,16,2,NA,1
"6350","84","844","29278","019","015","29278019015",0,"2;4;",1,2,2,2,3,2,NA,1
"6351","84","844","29278","019","015","29278019015",1,"4;17;18;",1,2,2,2,6,3,NA,1
"6352","84","844","29278","019","015","29278019015",2,"4;",1,2,2,2,8,1,NA,1
"6353","84","844","29278","019","015","29278019015",3,"7;8;17;",1,2,2,2,9,2,NA,1
"6354","84","844","29302","014","003","29302014003",0,"4;7;",1,2,1,2,2,1,NA,1
"6355","84","844","29302","014","003","29302014003",1,"1;2;4;",1,2,1,2,5,1,NA,1
"6356","84","844","29302","014","003","29302014003",2,"7;8;19;20;",1,2,1,2,8,3,NA,1
"6357","84","844","29302","014","003","29302014003",3,"19;20;23;",1,2,1,2,17,2,NA,1
"6358","84","844","29302","014","010","29302014010",0,"2;4;7;",1,2,2,2,1,1,NA,1
"6359","84","844","29302","014","010","29302014010",1,"2;4;7;16;",1,2,2,2,3,2,NA,1
"6360","84","844","29302","014","010","29302014010",2,"20;",1,2,2,2,3,1,NA,1
"6361","84","844","29302","014","010","29302014010",3,"20;23;",1,2,2,2,5,2,NA,1
"6362","84","844","29302","014","010","29302014010",4,"16;19;20;23;",1,2,1,2,9,2,NA,1
"6363","84","844","29302","014","010","29302014010",5,"19;20;22;23;",2,2,1,2,17,4,NA,1
"6364","84","844","29302","014","011","29302014011",0,"1;2;4;",2,1,2,2,5,3,NA,1
"6365","84","844","29302","014","011","29302014011",1,"1;2;4;5;",2,1,2,2,5,2,NA,1
"6366","84","844","29302","014","011","29302014011",2,"2;4;5;7;",2,1,2,2,5,2,NA,1
"6367","84","844","29302","014","011","29302014011",3,"2;4;5;7;",2,1,2,2,8,2,NA,1
"6368","84","846","29350","003","001","29350003001",0,"15;",1,2,2,2,3,2,NA,1
"6369","84","846","29350","003","001","29350003001",1,"2;",2,1,2,2,7,2,NA,1
"6370","84","846","29350","003","001","29350003001",2,"4;",1,2,2,2,10,2,NA,1
"6371","84","846","29350","003","001","29350003001",3,"5;8;19;",1,2,2,2,13,3,NA,1
"6372","84","846","29350","003","004","29350003004",0,"2;",1,2,2,2,2,2,NA,1
"6373","84","846","29350","003","004","29350003004",1,"4;",1,2,2,2,7,1,NA,1
"6374","84","846","29350","003","004","29350003004",2,"7;8;",1,2,2,2,11,2,NA,1
"6375","84","846","29350","003","004","29350003004",3,"5;10;",1,2,2,2,14,3,NA,1
"6376","84","846","29350","003","007","29350003007",0,"6;17;20;22;",1,1,2,2,1,3,NA,1
"6377","84","846","29350","003","007","29350003007",1,"16;17;19;22;",1,1,2,2,4,3,NA,1
"6378","84","846","29350","003","007","29350003007",2,"7;16;17;20;",1,1,2,2,4,3,NA,1
"6379","84","846","29350","003","007","29350003007",3,"16;17;20;22;",1,1,2,2,9,2,NA,1
"6380","84","846","29350","003","007","29350003007",4,"4;8;17;",2,1,2,2,12,3,NA,1
"6381","84","846","29350","003","007","29350003007",5,"8;19;",2,2,1,2,14,3,NA,1
"6382","84","846","29350","003","013","29350003013",0,"1;2;4;",1,1,1,2,1,3,NA,1
"6383","84","846","29350","003","013","29350003013",1,"1;2;4;",1,1,1,2,2,3,NA,1
"6384","84","846","29350","003","013","29350003013",2,"1;2;7;",1,1,1,2,3,3,NA,1
"6385","84","846","29350","003","013","29350003013",3,"4;7;",1,1,1,2,3,3,NA,1
"6386","84","846","29350","003","013","29350003013",4,"4;7;12;",1,1,1,2,5,3,NA,1
"6387","84","846","29350","003","013","29350003013",5,"4;7;15;17;",1,1,1,2,6,3,NA,1
"6388","84","846","29350","003","014","29350003014",0,"1;2;4;",1,1,1,2,1,2,NA,1
"6389","84","846","29350","003","014","29350003014",1,"1;2;4;",1,1,1,2,2,3,NA,1
"6390","84","846","29350","003","014","29350003014",2,"2;4;7;",1,1,1,2,3,3,NA,1
"6391","84","846","29350","003","014","29350003014",3,"2;7;17;",1,1,1,2,4,4,NA,1
"6392","84","846","29350","003","015","29350003015",0,"1;2;4;",1,1,1,2,1,3,NA,1
"6393","84","847","29401","018","002","29401018002",0,"1;4;",1,1,2,2,4,2,NA,1
"6394","84","847","29401","018","002","29401018002",1,"4;12;",1,2,2,2,6,2,NA,1
"6395","84","847","29401","018","002","29401018002",2,"4;14;17;18;",1,2,2,2,12,1,NA,1
"6396","84","847","29401","018","002","29401018002",3,"18;19;20;22;23;",1,2,2,2,14,3,NA,1
"6397","84","847","29401","018","003","29401018003",0,"2;4;",1,2,2,2,2,2,NA,1
"6398","84","847","29401","018","003","29401018003",1,"2;4;",2,1,2,2,4,2,NA,1
"6399","84","847","29401","018","003","29401018003",2,"2;4;",2,1,2,2,3,1,NA,1
"6400","84","847","29401","018","008","29401018008",1,"2;4;7;19;",1,1,1,2,0,1,NA,1
"6401","84","847","29401","018","008","29401018008",2,"4;",1,1,1,2,2,1,NA,1
"6402","84","847","29401","018","008","29401018008",3,"8;",1,1,1,2,8,1,NA,1
"6403","84","847","29401","018","009","29401018009",0,"4;6;",1,1,1,2,2,1,NA,1
"6404","84","847","29401","018","009","29401018009",1,"5;8;",1,1,1,2,4,1,NA,1
"6405","84","847","29401","018","009","29401018009",2,"5;7;17;18;",1,1,1,2,6,1,NA,1
"6406","84","847","29401","018","013","29401018013",0,"2;",1,1,1,2,3,1,NA,1
"6407","84","847","29401","018","014","29401018014",0,"4;18;19;",2,1,1,2,15,1,NA,1
"6408","84","847","29401","018","014","29401018014",1,"4;19;20;",1,1,1,2,16,1,NA,1
"6409","84","847","29401","018","014","29401018014",2,"2;19;20;",1,1,1,2,16,1,NA,1
"6410","84","848","29458","001","002","29458001002",1,"1;7;",2,1,2,2,6,3,NA,1
"6411","84","848","29458","001","005","29458001005",1,NA,NA,NA,NA,NA,NA,NA,NA,1
"6412","84","848","29458","001","008","29458001008",1,NA,NA,NA,NA,NA,NA,NA,NA,1
"6413","84","848","29458","001","009","29458001009",0,"8;",2,2,1,2,2,1,NA,1
"6414","84","848","29458","001","009","29458001009",1,"8;",1,2,2,2,2,1,NA,1
"6415","84","849","29473","011","015","29473011015",0,"2;4;7;8;17;19;20;22;24;",2,1,2,2,11,3,NA,1
"6416","84","849","29473","011","015","29473011015",1,"1;4;7;15;17;18;19;20;22;",2,1,2,2,12,2,NA,1
"6417","86","858","29656","004","001","29656004001",0,"4;7;",1,1,1,2,3,2,NA,1
"6418","86","858","29656","004","001","29656004001",1,"4;7;8;9;21;23;",1,1,1,2,9,2,NA,1
"6419","86","858","29656","004","003","29656004003",1,"1;2;4;6;7;8;9;10;17;18;20;23;24;26;",1,1,1,2,3,2,NA,1
"6420","86","858","29656","004","003","29656004003",2,"2;4;7;8;17;18;19;",1,1,1,2,9,2,NA,1
"6421","86","858","29656","004","004","29656004004",0,"4;7;8;9;",1,1,1,2,3,2,NA,1
"6422","86","858","29656","004","004","29656004004",1,"4;7;8;9;19;20;21;23;",1,1,1,2,9,2,NA,1
"6423","86","858","29656","004","005","29656004005",0,"2;4;",1,2,2,2,3,2,NA,1
"6424","86","858","29656","004","005","29656004005",1,"7;20;",1,2,1,2,9,2,NA,1
"6425","86","858","29656","004","005","29656004005",2,"19;20;",1,2,1,2,14,2,NA,1
"6426","86","858","29656","004","006","29656004006",1,"2;4;",1,2,2,2,3,2,NA,1
"6427","86","858","29656","004","006","29656004006",2,"7;20;",1,2,1,2,8,2,NA,1
"6428","86","858","29656","004","006","29656004006",3,"17;19;20;",1,2,1,2,11,2,NA,1
