"IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B11_MA","M4B11_C3","M4B11_C3AD","M4B11_C3AM","M4B11_C3AY","M4B11_C3B","M4B11_C4","M4B11_C5","wt45"
"01081003002","02","032","01081","003","002",8,6,213,10,4,2022,1,95,1427,345
"01081003003","02","032","01081","003","003",8,4,968,8,4,2022,1,530,3713,345
"01081003003","02","032","01081","003","003",8,6,426,8,4,2022,1,190,2863,345
"01081003004","02","032","01081","003","004",8,4,1935,8,4,2022,1,1063,7439,345
"01081003004","02","032","01081","003","004",8,6,426,8,4,2022,1,190,2863,345
"01081003005","02","032","01081","003","005",8,4,2500,5,4,2022,1,1448,10137,345
"01081003005","02","032","01081","003","005",8,6,417,5,4,2022,1,178,2679,345
"01081003006","02","032","01081","003","006",8,4,2000,2,4,2022,1,1098,7687,345
"01081003006","02","032","01081","003","006",8,6,440,2,4,2022,1,213,3206,345
"01081003007","02","032","01081","003","007",8,4,3667,2,4,2022,1,2015,14104,345
"01081003007","02","032","01081","003","007",8,6,667,2,4,2022,1,320,4806,345
"01081003008","02","032","01081","003","008",8,4,2258,4,4,2022,1,1240,8681,345
"01081003008","02","032","01081","003","008",8,6,426,4,4,2022,1,190,2863,345
"01081003009","02","032","01081","003","009",8,4,1667,2,4,2022,1,915,6404,345
"01081003009","02","032","01081","003","009",8,6,889,2,4,2022,1,427,6406,345
"01081003010","02","032","01081","003","010",8,4,3929,5,4,2022,1,2159,15112,345
"01081003010","02","032","01081","003","010",8,6,952,5,4,2022,1,457,6863,345
"01081003011","02","032","01081","003","011",8,4,4286,8,4,2022,1,2398,16787,345
"01081003011","02","032","01081","003","011",8,6,1190,8,4,2022,1,560,8399,345
"01081003012","02","032","01081","003","012",8,4,2857,2,4,2022,1,1598,11187,345
"01081003012","02","032","01081","003","012",8,6,714,2,4,2022,1,336,5042,345
"01081003013","02","032","01081","003","013",8,4,2759,6,4,2022,1,1570,10994,345
"01081003013","02","032","01081","003","013",8,6,682,6,4,2022,1,314,4711,345
"01081003015","02","032","01081","003","015",8,4,3448,8,4,2022,1,1964,13746,345
"01081003015","02","032","01081","003","015",8,6,455,8,4,2022,1,209,3142,345
"01099008001","02","033","01099","008","001",7,4,2700,1,6,2021,NA,1500,7500,384
"01099008001","02","033","01099","008","001",7,6,200,1,6,2021,NA,150,1500,384
"01099008002","02","033","01099","008","002",7,4,5000,1,6,2021,NA,3000,15000,384
"01099008002","02","033","01099","008","002",7,6,300,1,6,2021,NA,110,1100,384
"01099008003","02","033","01099","008","003",7,4,3600,2,6,2021,NA,2000,10000,384
"01099008003","02","033","01099","008","003",7,6,200,2,6,2021,NA,85,850,384
"01099008004","02","033","01099","008","004",7,4,1400,1,6,2021,NA,1400,7000,384
"01099008004","02","033","01099","008","004",7,6,80,1,6,2021,NA,80,800,384
"01099008005","02","033","01099","008","005",7,4,2300,1,6,2021,NA,1200,6000,384
"01099008005","02","033","01099","008","005",7,6,500,1,6,2021,NA,200,2000,384
"01099008006","02","033","01099","008","006",7,4,2700,1,6,2021,NA,1500,7500,384
"01099008006","02","033","01099","008","006",7,6,400,1,6,2021,NA,165,1650,384
"01099008007","02","033","01099","008","007",7,4,3300,2,6,2021,NA,1850,9250,384
"01099008007","02","033","01099","008","007",7,6,400,1,6,2021,NA,150,1500,384
"01099008008","02","033","01099","008","008",7,4,3700,1,6,2021,NA,2050,10250,384
"01099008008","02","033","01099","008","008",7,6,2000,1,6,2021,NA,800,8800,384
"01099008009","02","033","01099","008","009",7,4,3700,1,6,2021,NA,2050,10250,384
"01099008009","02","033","01099","008","009",7,6,2000,1,6,2021,NA,800,8800,384
"01099008010","02","033","01099","008","010",7,4,2400,1,6,2021,NA,1600,7975,384
"01099008010","02","033","01099","008","010",7,6,750,1,6,2021,NA,250,2500,384
"01099008011","02","033","01099","008","011",7,4,1700,1,6,2021,NA,1000,5000,384
"01099008011","02","033","01099","008","011",7,6,1000,1,6,2021,NA,400,4000,384
"01099008012","02","033","01099","008","012",7,4,2700,1,6,2021,NA,1600,8000,384
"01099008012","02","033","01099","008","012",7,6,250,1,6,2021,NA,100,1000,384
"01099008013","02","033","01099","008","013",7,4,2600,1,6,2021,NA,1500,7800,384
"01099008013","02","033","01099","008","013",7,6,250,1,6,2021,NA,100,1000,384
"01099008014","02","033","01099","008","014",7,4,1800,1,6,2021,NA,1200,6000,384
"01099008014","02","033","01099","008","014",7,6,250,1,6,2021,NA,100,1000,384
"01099008015","02","033","01099","008","015",7,4,2600,1,6,2021,NA,1600,8000,384
"01099008015","02","033","01099","008","015",7,6,500,1,6,2021,NA,200,2000,384
"01102006001","02","033","01102","006","001",11,2,2000,15,11,2021,NA,1000,5000,136
"01102006001","02","033","01102","006","001",11,6,125,15,11,2021,NA,50,500,136
"01102006002","02","033","01102","006","002",11,2,700,20,12,2021,NA,400,2000,136
"01102006002","02","033","01102","006","002",11,6,250,20,4,2021,NA,100,1000,136
"01102006003","02","033","01102","006","003",11,2,1000,25,12,2021,NA,550,2750,136
"01102006003","02","033","01102","006","003",11,4,700,1,6,2022,NA,400,2000,136
"01102006004","02","033","01102","006","004",11,2,1700,15,11,2021,NA,950,4750,136
"01102006005","02","033","01102","006","005",11,2,1700,15,11,2021,NA,1000,5000,136
"01102006006","02","033","01102","006","006",11,2,700,15,11,2021,NA,400,2000,136
"01102006006","02","033","01102","006","006",11,4,2000,15,5,2022,NA,1300,6500,136
"01102006006","02","033","01102","006","006",11,6,400,15,5,2022,NA,150,1500,136
"01102006007","02","033","01102","006","007",11,4,2000,15,5,2022,NA,1000,5000,136
"01102006008","02","033","01102","006","008",11,2,1000,15,11,2021,NA,550,2750,136
"01102006008","02","033","01102","006","008",11,4,1000,15,5,2022,NA,550,2750,136
"01102006009","02","033","01102","006","009",11,2,650,25,11,2021,NA,400,2000,136
"01102006009","02","033","01102","006","009",11,4,2000,16,5,2022,NA,1200,6000,136
"01102006009","02","033","01102","006","009",11,6,500,16,11,2021,NA,150,1500,136
"01102006010","02","033","01102","006","010",11,2,1000,16,11,2021,NA,550,2750,136
"01102006010","02","033","01102","006","010",11,6,125,16,11,2021,NA,50,500,136
"01102006011","02","033","01102","006","011",11,2,1400,16,11,2021,NA,800,4000,136
"01102006011","02","033","01102","006","011",11,4,1400,16,5,2022,NA,600,3000,136
"01102006012","02","033","01102","006","012",11,4,1350,18,5,2022,NA,800,4000,136
"01102006012","02","033","01102","006","012",11,6,500,18,5,2022,NA,200,2000,136
"01102006013","02","033","01102","006","013",11,4,2000,19,5,2022,NA,1200,6000,136
"01102006014","02","033","01102","006","014",11,4,2000,19,5,2022,NA,1200,6000,136
"01102006015","02","033","01102","006","015",11,2,650,17,11,2021,NA,400,2000,136
"01102006015","02","033","01102","006","015",11,4,3000,19,5,2022,NA,1700,8500,136
"01126003001","02","033","01126","003","001",4,2,1300,2,2,2021,NA,805,4000,368
"01126003001","02","033","01126","003","001",4,4,1300,16,6,2021,NA,700,3500,368
"01126003001","02","033","01126","003","001",4,6,750,6,6,2021,NA,300,3000,368
"01126003002","02","033","01126","003","002",4,2,1400,16,2,2021,NA,950,4750,368
"01126003002","02","033","01126","003","002",4,4,1400,2,6,2021,NA,800,4000,368
"01126003002","02","033","01126","003","002",4,6,220,1,6,2021,NA,100,1000,368
"01126003003","02","033","01126","003","003",4,2,2750,4,2,2021,NA,1600,8000,368
"01126003003","02","033","01126","003","003",4,4,2750,1,6,2021,NA,1300,6500,368
"01126003003","02","033","01126","003","003",4,6,250,1,6,2021,NA,100,1000,368
"01126003004","02","033","01126","003","004",4,2,3200,1,2,2021,NA,1850,9250,368
"01126003004","02","033","01126","003","004",4,4,3200,2,6,2021,NA,1800,9000,368
"01126003004","02","033","01126","003","004",4,6,1200,2,6,2021,NA,500,5000,368
"01126003005","02","033","01126","003","005",4,2,2800,11,2,2021,NA,1600,8000,368
"01126003005","02","033","01126","003","005",4,4,2800,1,6,2021,NA,1500,7500,368
"01126003005","02","033","01126","003","005",4,6,250,1,6,2021,NA,100,1000,368
"01126003006","02","033","01126","003","006",4,2,1900,2,2,2021,NA,1200,6000,368
"01126003006","02","033","01126","003","006",4,4,1900,4,6,2021,NA,1200,6000,368
"01126003006","02","033","01126","003","006",4,6,500,2,6,2021,NA,200,2000,368
"01126003007","02","033","01126","003","007",4,2,1900,3,2,2021,NA,1100,5500,368
"01126003007","02","033","01126","003","007",4,4,1200,3,6,2021,NA,700,3500,368
"01126003007","02","033","01126","003","007",4,6,500,8,2,2021,NA,200,2000,368
"01126003008","02","033","01126","003","008",4,2,2200,2,2,2021,NA,1250,6450,368
"01126003008","02","033","01126","003","008",4,4,2200,1,6,2021,NA,1100,5500,368
"01126003008","02","033","01126","003","008",4,6,500,1,6,2021,NA,200,2000,368
"01126003009","02","033","01126","003","009",4,2,2500,2,2,2021,NA,1500,7750,368
"01126003009","02","033","01126","003","009",4,4,2500,1,6,2021,NA,1400,7000,368
"01126003009","02","033","01126","003","009",4,6,200,1,6,2021,NA,100,1000,368
"01126003010","02","033","01126","003","010",4,2,3000,1,2,2021,NA,1650,8250,368
"01126003010","02","033","01126","003","010",4,4,2500,1,6,2021,NA,1300,6500,368
"01126003010","02","033","01126","003","010",4,6,400,1,6,2021,NA,160,1600,368
"01126003011","02","033","01126","003","011",4,2,1200,1,2,2021,NA,670,3350,368
"01126003011","02","033","01126","003","011",4,4,1200,1,6,2021,NA,670,3350,368
"01126003011","02","033","01126","003","011",4,6,250,1,6,2021,NA,100,1000,368
"01126003012","02","033","01126","003","012",4,2,2250,1,2,2021,NA,1400,7000,368
"01126003012","02","033","01126","003","012",4,4,2250,1,6,2021,NA,1300,6500,368
"01126003012","02","033","01126","003","012",4,6,1000,1,6,2021,NA,250,2500,368
"01126003013","02","033","01126","003","013",4,2,2500,1,2,2021,NA,1400,7000,368
"01126003013","02","033","01126","003","013",4,4,2500,2,6,2021,NA,1250,6250,368
"01126003013","02","033","01126","003","013",4,6,500,1,6,2021,NA,150,1500,368
"01126003014","02","033","01126","003","014",4,2,2600,1,2,2021,NA,1450,7250,368
"01126003014","02","033","01126","003","014",4,4,2600,1,6,2021,NA,1200,6000,368
"01126003014","02","033","01126","003","014",4,6,400,1,6,2021,NA,160,1600,368
"01126003015","02","033","01126","003","015",4,2,1900,1,2,2021,NA,1200,6000,368
"01126003015","02","033","01126","003","015",4,4,2600,4,6,2021,NA,1200,6000,368
"01126003015","02","033","01126","003","015",4,6,400,2,6,2021,NA,150,1500,368
"01186011001","02","034","01186","011","001",4,2,2000,16,2,2022,NA,1350,9450,373
"01186011001","02","034","01186","011","001",4,4,1800,2,6,2021,NA,1200,7800,373
"01186011001","02","034","01186","011","001",4,6,200,14,2,2022,NA,125,1062,373
"01186011002","02","034","01186","011","002",4,2,5000,16,2,2022,NA,3300,23100,373
"01186011002","02","034","01186","011","002",4,4,5000,5,6,2021,NA,3120,20280,373
"01186011003","02","034","01186","011","003",4,2,3000,16,2,2022,NA,1560,10920,373
"01186011003","02","034","01186","011","003",4,4,3000,3,6,2021,NA,1950,12675,373
"01186011005","02","034","01186","011","005",4,2,4500,16,2,2022,NA,2600,16900,373
"01186011005","02","034","01186","011","005",4,4,4200,3,6,2021,NA,2400,16800,373
"01186011005","02","034","01186","011","005",4,6,300,13,2,2022,NA,200,1700,373
"01186011006","02","034","01186","011","006",4,2,4000,16,2,2022,NA,2320,15080,373
"01186011006","02","034","01186","011","006",4,4,3600,3,6,2021,NA,2052,14364,373
"01186011006","02","034","01186","011","006",4,6,400,2,6,2021,NA,240,2400,373
"01186011007","02","034","01186","011","007",4,2,1000,16,2,2022,NA,540,3780,373
"01186011007","02","034","01186","011","007",4,4,1000,3,6,2021,NA,540,3510,373
"01186011009","02","034","01186","011","009",4,2,2000,15,2,2022,NA,1140,7410,373
"01186011009","02","034","01186","011","009",4,4,1800,20,5,2021,NA,1015,7106,373
"01186011009","02","034","01186","011","009",4,6,200,19,5,2021,NA,116,1392,373
"01186011010","02","034","01186","011","010",4,2,2200,15,2,2022,NA,1350,8775,373
"01186011010","02","034","01186","011","010",4,4,200,3,6,2021,NA,1160,8120,373
"01186011010","02","034","01186","011","010",4,6,200,2,6,2021,NA,118,1180,373
"01186011011","02","034","01186","011","011",4,2,1000,16,2,2022,NA,550,3575,373
"01186011011","02","034","01186","011","011",4,4,900,3,6,2021,NA,495,3465,373
"01186011011","02","034","01186","011","011",4,6,100,3,6,2021,NA,58,580,373
"01186011012","02","034","01186","011","012",4,2,1700,15,2,2022,NA,952,6188,373
"01186011012","02","034","01186","011","012",4,4,1500,3,6,2021,NA,840,5880,373
"01186011012","02","034","01186","011","012",4,6,200,2,6,2021,NA,116,1160,373
"01186011013","02","034","01186","011","013",4,2,1000,18,2,2022,NA,580,3770,373
"01186011013","02","034","01186","011","013",4,4,1000,16,5,2021,NA,570,3990,373
"01186011014","02","034","01186","011","014",4,2,2900,15,2,2022,NA,1624,10556,373
"01186011014","02","034","01186","011","014",4,4,2500,16,5,2021,NA,1400,9800,373
"01186011014","02","034","01186","011","014",4,6,300,16,6,2021,NA,174,1479,373
"01186011015","02","034","01186","011","015",4,2,3000,14,2,2022,NA,1620,11340,373
"01186011015","02","034","01186","011","015",4,4,2600,16,5,2021,NA,1404,9126,373
"01186011015","02","034","01186","011","015",4,6,400,10,5,2021,NA,232,1972,373
"01189008001","02","034","01189","008","001",2,2,1500,10,1,2021,1,900,6300,391
"01189008001","02","034","01189","008","001",2,4,1500,6,7,2021,1,900,5850,391
"01189008002","02","034","01189","008","002",2,2,1500,13,1,2021,1,900,6300,391
"01189008002","02","034","01189","008","002",2,4,1500,17,7,2021,1,850,5525,391
"01189008003","02","034","01189","008","003",2,2,2000,13,1,2021,1,1100,7700,391
"01189008003","02","034","01189","008","003",2,4,1800,11,7,2021,1,1000,6500,391
"01189008003","02","034","01189","008","003",2,6,200,8,7,2021,1,120,3000,391
"01189008004","02","034","01189","008","004",2,2,700,7,1,2021,1,400,2800,391
"01189008004","02","034","01189","008","004",2,4,700,14,7,2021,1,400,2600,391
"01189008005","02","034","01189","008","005",2,2,2078,13,1,2021,1,1200,8400,391
"01189008005","02","034","01189","008","005",2,4,2078,16,7,2021,1,1200,7800,391
"01189008005","02","034","01189","008","005",2,6,750,16,7,2021,1,300,7500,391
"01189008006","02","034","01189","008","006",2,2,2200,9,1,2021,1,1300,9100,391
"01189008006","02","034","01189","008","006",2,4,2200,17,7,2021,1,1200,7800,391
"01189008007","02","034","01189","008","007",2,2,1000,14,1,2021,1,600,4200,391
"01189008007","02","034","01189","008","007",2,4,1000,15,7,2021,1,550,3575,391
"01189008008","02","034","01189","008","008",2,2,1800,10,1,2021,1,1100,7700,391
"01189008008","02","034","01189","008","008",2,4,1800,7,7,2021,1,1000,6500,391
"01189008009","02","034","01189","008","009",2,2,2000,15,1,2021,1,1200,8900,391
"01189008009","02","034","01189","008","009",2,4,2000,6,7,2021,1,1100,7250,391
"01189008010","02","034","01189","008","010",2,2,1000,14,1,2021,1,500,3500,391
"01189008010","02","034","01189","008","010",2,4,1000,6,7,2021,1,450,2950,391
"01189008010","02","034","01189","008","010",2,6,50,9,1,2021,1,40,800,391
"01189008011","02","034","01189","008","011",2,2,1100,8,1,2021,1,650,4550,391
"01189008011","02","034","01189","008","011",2,4,1100,14,7,2021,1,650,4225,391
"01189008012","02","034","01189","008","012",2,2,1800,14,1,2021,1,1200,8400,391
"01189008012","02","034","01189","008","012",2,4,1800,4,7,2021,1,1100,7150,391
"01189008013","02","034","01189","008","013",2,2,2500,10,1,2021,1,1300,9100,391
"01189008013","02","034","01189","008","013",2,4,2300,17,7,2021,1,1200,7800,391
"01189008013","02","034","01189","008","013",2,6,200,17,7,2021,1,25,625,391
"01189008014","02","034","01189","008","014",2,2,2100,14,1,2021,1,1300,9100,391
"01189008014","02","034","01189","008","014",2,4,2100,17,7,2021,1,1100,7150,391
"01189008015","02","034","01189","008","015",2,2,2350,16,1,2021,1,1430,10010,391
"01189008015","02","034","01189","008","015",2,4,2300,3,7,2021,1,1250,8125,391
"01189008015","02","034","01189","008","015",2,6,150,13,7,2021,1,80,1458,391
"01195001001","02","034","01195","001","001",11,2,1500,5,1,2022,NA,720,5040,341
"01195001001","02","034","01195","001","001",11,4,1500,10,5,2022,NA,864,6048,341
"01195001002","02","034","01195","001","002",11,4,1500,5,1,2022,NA,600,4200,341
"01195001003","02","034","01195","001","003",11,2,1500,6,1,2022,NA,720,5040,341
"01195001003","02","034","01195","001","003",11,4,1400,12,5,2022,NA,450,3375,341
"01195001003","02","034","01195","001","003",11,6,100,9,5,2022,NA,45,405,341
"01195001004","02","034","01195","001","004",11,2,1200,5,1,2022,NA,384,2688,341
"01195001004","02","034","01195","001","004",11,4,1200,10,5,2022,NA,576,4032,341
"01195001005","02","034","01195","001","005",11,2,1300,5,1,2022,NA,520,3640,341
"01195001005","02","034","01195","001","005",11,4,1300,10,5,2022,NA,576,4032,341
"01195001006","02","034","01195","001","006",11,2,2000,5,1,2022,NA,416,2912,341
"01195001006","02","034","01195","001","006",11,4,2000,10,5,2022,NA,1008,7056,341
"01195001007","02","034","01195","001","007",11,2,2000,5,1,2022,NA,800,4200,341
"01195001007","02","034","01195","001","007",11,4,2000,10,5,2022,NA,900,6300,341
"01195001008","02","034","01195","001","008",11,2,1100,5,1,2022,NA,468,3276,341
"01195001008","02","034","01195","001","008",11,4,1100,10,5,2022,NA,528,3696,341
"01195001009","02","034","01195","001","009",11,2,2500,7,1,2022,NA,1200,8500,341
"01195001009","02","034","01195","001","009",11,4,2500,13,5,2022,NA,800,4200,341
"01195001010","02","034","01195","001","010",11,2,1800,4,1,2022,NA,1050,7350,341
"01195001010","02","034","01195","001","010",11,4,1800,9,5,2022,NA,850,5950,341
"01195001011","02","034","01195","001","011",11,2,2500,5,1,2022,NA,1400,9800,341
"01195001011","02","034","01195","001","011",11,4,2500,10,5,2022,NA,1100,7700,341
"01195001012","02","034","01195","001","012",11,2,2500,7,1,2022,NA,960,7200,341
"01195001012","02","034","01195","001","012",11,4,2500,10,5,2022,NA,1200,8400,341
"01195001013","02","034","01195","001","013",11,2,1100,5,1,2022,NA,1100,7500,341
"01195001013","02","034","01195","001","013",11,4,2000,10,5,2022,NA,1000,7000,341
"01195001015","02","034","01195","001","015",11,2,2400,5,1,2022,NA,1350,9450,341
"01195001015","02","034","01195","001","015",11,4,2400,10,5,2022,NA,1260,8820,341
"01198005002","02","034","01198","005","002",5,2,1000,16,5,2021,NA,535,4200,358
"01198005002","02","034","01198","005","002",5,4,1000,16,1,2022,NA,500,3500,358
"01198005002","02","034","01198","005","002",5,6,180,16,1,2022,NA,60,1200,358
"01198005003","02","034","01198","005","003",5,2,2730,10,5,2021,NA,1500,11500,358
"01198005003","02","034","01198","005","003",5,4,2730,5,2,2022,NA,1600,12250,358
"01198005003","02","034","01198","005","003",5,6,230,10,5,2021,NA,70,1200,358
"01198005004","02","034","01198","005","004",5,2,2400,10,5,2021,NA,1416,8496,358
"01198005004","02","034","01198","005","004",5,4,2400,5,2,2022,NA,1300,8450,358
"01198005004","02","034","01198","005","004",5,6,200,10,5,2021,NA,80,1400,358
"01198005005","02","034","01198","005","005",5,2,600,10,5,2021,NA,354,2124,358
"01198005005","02","034","01198","005","005",5,4,600,5,2,2022,NA,340,2210,358
"01198005006","02","034","01198","005","006",5,2,1500,10,5,2021,NA,885,5310,358
"01198005006","02","034","01198","005","006",5,4,1500,5,2,2022,NA,876,5694,358
"01198005007","02","034","01198","005","007",5,2,2000,10,5,2021,NA,1183,7098,358
"01198005007","02","034","01198","005","007",5,4,2000,5,2,2022,NA,1100,7150,358
"01198005009","02","034","01198","005","009",5,2,2100,19,5,2021,NA,1250,7500,358
"01198005009","02","034","01198","005","009",5,4,2100,19,3,2022,NA,1250,8925,358
"01198005009","02","034","01198","005","009",5,6,200,19,2,2022,NA,72,1584,358
"01198005010","02","034","01198","005","010",5,2,1600,10,5,2021,NA,945,6142,358
"01198005010","02","034","01198","005","010",5,4,1600,5,2,2022,NA,650,5700,358
"01198005010","02","034","01198","005","010",5,6,170,10,5,2021,NA,55,990,358
"01198005011","02","034","01198","005","011",5,2,1000,10,5,2021,NA,900,5400,358
"01198005011","02","034","01198","005","011",5,4,1000,5,6,2021,NA,700,4200,358
"01198005012","02","034","01198","005","012",5,2,2000,10,5,2021,NA,1158,7527,358
"01198005012","02","034","01198","005","012",5,4,2000,5,2,2022,NA,1225,7350,358
"01198005013","02","034","01198","005","013",5,2,2000,10,5,2021,NA,1180,7080,358
